,target_azimuth,target_elevation,measurement_azimuth,measurement_elevation,center_frequency,psd_bandwidth,timestamp,frequency_start,frequency_stop,frequency_step,samples,psd_0,psd_1,psd_2,psd_3,psd_4,psd_5,psd_6,psd_7,psd_8,psd_9,psd_10,psd_11,psd_12,psd_13,psd_14,psd_15,psd_min,psd_max,psd_mean
38,171.88274326518356,23.739748472695084,171.5,23.5,1250000000.0,250000.0,2023-03-01 11:51:52,1248000000.0,1252000000.0,250000.0,4000440,-74.27539,-73.2365,-72.499435,-72.31214,-72.16696,-72.043594,-71.94604,-71.887474,-71.834114,-71.81602,-71.83837,-71.89056,-71.97848,-72.102745,-72.269196,-73.00763,-74.27539,-71.81602,-72.31904050000001
39,167.88274326518356,23.739748472695084,167.5,23.5,1250000000.0,250000.0,2023-03-01 11:52:08,1248000000.0,1252000000.0,250000.0,4000440,-74.247604,-73.085884,-72.33853,-72.16476,-72.03744,-71.942,-71.89056,-71.85623,-71.834045,-71.84589,-71.88681,-71.96237,-72.071045,-72.20074,-72.3736,-73.11898,-74.247604,-71.834045,-72.3035305
40,167.88274326518356,27.739748472695084,167.5,27.5,1250000000.0,250000.0,2023-03-01 11:52:31,1248000000.0,1252000000.0,250000.0,4000440,-74.287895,-73.14909,-72.4017,-72.21715,-72.09352,-72.000175,-71.930534,-71.87809,-71.85199,-71.86512,-71.90333,-71.964966,-72.05367,-72.19164,-72.388016,-73.11372,-74.287895,-71.85199,-72.33066287500002
41,171.88274326518356,27.739748472695084,172.0,27.5,1250000000.0,250000.0,2023-03-01 11:52:46,1248000000.0,1252000000.0,250000.0,4000440,-74.26765,-73.216835,-72.4792,-72.301956,-72.15926,-72.03973,-71.95014,-71.88324,-71.83142,-71.833305,-71.8517,-71.89819,-71.98586,-72.09518,-72.26952,-73.01311,-74.26765,-71.83142,-72.31726850000001
42,175.88274326518356,27.739748472695084,176.0,27.5,1250000000.0,250000.0,2023-03-01 11:53:03,1248000000.0,1252000000.0,250000.0,4000440,-74.30132,-73.230576,-72.49035,-72.308815,-72.18088,-72.071304,-72.00245,-71.94525,-71.89828,-71.89932,-71.942955,-72.00261,-72.06949,-72.1854,-72.36428,-73.09698,-74.30132,-71.89828,-72.37439125
43,179.88274326518356,27.739748472695084,180.0,27.5,1250000000.0,250000.0,2023-03-01 11:53:17,1248000000.0,1252000000.0,250000.0,4000440,-74.36219,-73.269745,-72.53785,-72.35565,-72.22386,-72.123215,-72.028564,-71.97977,-71.93199,-71.94933,-71.98859,-72.04574,-72.129295,-72.24587,-72.411545,-73.150154,-74.36219,-71.93199,-72.420834875
44,183.88274326518356,27.739748472695084,184.0,27.5,1250000000.0,250000.0,2023-03-01 11:53:30,1248000000.0,1252000000.0,250000.0,4000440,-74.37774,-73.31029,-72.57663,-72.398285,-72.266945,-72.17256,-72.080124,-72.00959,-71.97002,-71.97896,-71.99416,-72.04165,-72.14088,-72.247765,-72.42041,-73.157486,-74.37774,-71.97002,-72.4464684375
45,187.88274326518356,27.739748472695084,188.0,27.5,1250000000.0,250000.0,2023-03-01 11:53:46,1248000000.0,1252000000.0,250000.0,4000440,-74.39643,-73.3095,-72.56679,-72.38681,-72.26596,-72.16541,-72.08144,-72.0249,-71.979904,-71.9946,-72.0244,-72.07614,-72.16944,-72.27418,-72.44247,-73.18335,-74.39643,-71.979904,-72.45885775
46,191.88274326518356,27.739748472695084,192.0,27.5,1250000000.0,250000.0,2023-03-01 11:54:03,1248000000.0,1252000000.0,250000.0,4000440,-74.411446,-73.30007,-72.5645,-72.39584,-72.286995,-72.19461,-72.12433,-72.06552,-72.03349,-72.053085,-72.08876,-72.14507,-72.22403,-72.34312,-72.50131,-73.2434,-74.411446,-72.03349,-72.49847350000002
47,195.88274326518356,27.739748472695084,196.0,27.5,1250000000.0,250000.0,2023-03-01 11:54:17,1248000000.0,1252000000.0,250000.0,4000440,-74.47816,-73.33812,-72.61199,-72.431015,-72.316505,-72.229164,-72.17136,-72.142365,-72.108734,-72.13069,-72.1833,-72.248856,-72.336914,-72.44452,-72.60581,-73.33922,-74.47816,-72.108734,-72.5697951875
48,199.88274326518356,27.739748472695084,200.0,27.5,1250000000.0,250000.0,2023-03-01 11:54:31,1248000000.0,1252000000.0,250000.0,4000440,-74.523,-73.37754,-72.65424,-72.494156,-72.385025,-72.30727,-72.24999,-72.207466,-72.15884,-72.198555,-72.248535,-72.31735,-72.39765,-72.501465,-72.6621,-73.3975,-74.523,-72.15884,-72.63004262499999
49,203.88274326518356,27.739748472695084,204.0,27.5,1250000000.0,250000.0,2023-03-01 11:54:44,1248000000.0,1252000000.0,250000.0,4000440,-74.49813,-73.35817,-72.64764,-72.4888,-72.37945,-72.294525,-72.233055,-72.183495,-72.15521,-72.184135,-72.22732,-72.28576,-72.367065,-72.478775,-72.63604,-73.35636,-74.49813,-72.15521,-72.610870625
50,203.88274326518356,31.739748472695084,204.0,31.5,1250000000.0,250000.0,2023-03-01 11:55:04,1248000000.0,1252000000.0,250000.0,4000440,-74.460106,-73.31711,-72.5887,-72.42463,-72.32755,-72.241165,-72.176636,-72.13265,-72.117195,-72.14517,-72.186745,-72.26287,-72.34971,-72.45342,-72.60923,-73.3346,-74.460106,-72.117195,-72.5704679375
51,199.88274326518356,31.739748472695084,199.5,31.5,1250000000.0,250000.0,2023-03-01 11:55:25,1248000000.0,1252000000.0,250000.0,4000440,-74.533455,-73.35435,-72.63411,-72.48941,-72.38028,-72.309204,-72.25058,-72.20723,-72.177124,-72.205055,-72.26424,-72.33937,-72.423775,-72.53747,-72.69879,-73.42607,-74.533455,-72.177124,-72.6394070625
52,195.88274326518356,31.739748472695084,195.5,31.5,1250000000.0,250000.0,2023-03-01 11:55:40,1248000000.0,1252000000.0,250000.0,4000440,-74.40474,-73.271034,-72.53724,-72.37897,-72.281265,-72.19736,-72.12771,-72.0839,-72.051865,-72.078354,-72.1208,-72.19414,-72.28164,-72.38531,-72.5439,-73.25143,-74.40474,-72.051865,-72.511853625
53,191.88274326518356,31.739748472695084,191.5,31.5,1250000000.0,250000.0,2023-03-01 11:55:57,1248000000.0,1252000000.0,250000.0,4000440,-74.39448,-73.27901,-72.54394,-72.37897,-72.25645,-72.16365,-72.094086,-72.05031,-72.00938,-72.02203,-72.07115,-72.12783,-72.21312,-72.32637,-72.48336,-73.210846,-74.39448,-72.00938,-72.47656137499999
54,187.88274326518356,31.739748472695084,187.5,31.5,1250000000.0,250000.0,2023-03-01 11:56:18,1248000000.0,1252000000.0,250000.0,4000440,-74.468506,-73.36116,-72.07446,-71.680115,-71.57489,-71.57126,-71.49346,-71.550934,-71.610146,-71.593,-71.719795,-71.79092,-71.941826,-72.12533,-72.39633,-73.156555,-74.468506,-71.49346,-72.1317929375
55,183.88274326518356,31.739748472695084,183.5,31.5,1250000000.0,250000.0,2023-03-01 11:56:40,1248000000.0,1252000000.0,250000.0,4000440,-74.36399,-73.262505,-72.54309,-72.352585,-72.23014,-72.132355,-72.05026,-71.99867,-71.95948,-71.971596,-71.998566,-72.05562,-72.141556,-72.261024,-72.43856,-73.18492,-74.36399,-71.95948,-72.43405731249999
56,179.88274326518356,31.739748472695084,179.5,31.5,1250000000.0,250000.0,2023-03-01 11:56:59,1248000000.0,1252000000.0,250000.0,4000440,-74.35325,-73.244026,-72.520744,-72.34276,-72.21028,-72.12181,-72.05275,-71.9859,-71.94435,-71.96542,-72.00393,-72.06476,-72.154526,-72.27991,-72.456116,-73.178894,-74.35325,-71.94435,-72.42996412499998
